MECHANISM,SPECIATE_ID,SPECIES,MOLES
CB6R5_AE7,2326,UNR,0.4
CB6R5_AE7,2327,PAR,7
CB6R5_AE7,2327,UNR,0.4622
CB6R5_AE7,2329,IVOC,1
CB6R5_AE7,2330,PAR,7
CB6R5_AE7,2331,OLE,2
CB6R5_AE7,2331,PAR,1
CB6R5_AE7,2332,IVOC,1
CB6R5_AE7,2333,PAR,8
CB6R5_AE7,2334,PAR,7
CB6R5_AE7,2334,UNR,1
CB6R5_AE7,2335,OLE,1
CB6R5_AE7,2335,TOL,1
CB6R5_AE7,2336,NVOL,1
CB6R5_AE7,2337,NVOL,1
CB6R5_AE7,2338,IVOC,1
CB6R5_AE7,2339,IVOC,1
CB6R5_AE7,2340,NVOL,1
CB6R5_AE7,2341,IVOC,1
CB6R5_AE7,2342,NVOL,1
CB6R5_AE7,2343,IVOC,1
CB6R5_AE7,2344,IVOC,1
CB6R5_AE7,2345,IVOC,1
CB6R5_AE7,2346,IVOC,1
CB6R5_AE7,2347,NVOL,1
CB6R5_AE7,2348,NVOL,1
CB6R5_AE7,2349,NVOL,1
CB6R5_AE7,2350,NVOL,1
CB6R5_AE7,2351,NVOL,1
CB6R5_AE7,2352,NVOL,1
CB6R5_AE7,2353,NVOL,1
CB6R5_AE7,2354,NVOL,1
CB6R5_AE7,2355,IVOC,1
CB6R5_AE7,2356,NVOL,1
CB6R5_AE7,2357,NVOL,1
CB6R5_AE7,2358,NVOL,1
CB6R5_AE7,2359,NVOL,1
CB6R5_AE7,2360,NVOL,1
CB6R5_AE7,2361,IVOC,1
CB6R5_AE7,2362,NVOL,1
CB6R5_AE7,2363,NVOL,1
CB6R5_AE7,2364,NVOL,1
CB6R5_AE7,2365,IVOC,1
CB6R5_AE7,2366,NVOL,1
CB6R5_AE7,2367,IVOC,1
CB6R5_AE7,2368,TERP,1
CB6R5_AE7,2369,IVOC,1
CB6R5_AE7,2370,UNR,2
CB6R5_AE7,2371,UNR,1
CB6R5_AE7,2372,IVOC,1
CB6R5_AE7,2374,IVOC,1
CB6R5_AE7,2375,IVOC,1
CB6R5_AE7,2376,IVOC,1
CB6R5_AE7,2377,IVOC,1
CB6R5_AE7,2378,IVOC,1
CB6R5_AE7,2379,NVOL,1
CB6R5_AE7,2380,NVOL,1
CB6R5_AE7,2381,NVOL,1
CB6R5_AE7,2382,NVOL,1
CB6R5_AE7,2383,NVOL,1
CB6R5_AE7,2384,NVOL,1
CB6R5_AE7,2385,NVOL,1
CB6R5_AE7,2386,NVOL,1
CB6R5_AE7,2387,NVOL,1
CB6R5_AE7,2388,NVOL,1
CB6R5_AE7,2389,NVOL,1
CB6R5_AE7,2390,NVOL,1
CB6R5_AE7,2391,IVOC,1
CB6R5_AE7,2392,IVOC,1
CB6R5_AE7,2393,IVOC,1
CB6R5_AE7,2394,NVOL,1
CB6R5_AE7,2395,NVOL,1
CB6R5_AE7,2396,NVOL,1
CB6R5_AE7,2397,NVOL,1
CB6R5_AE7,2398,NVOL,1
CB6R5_AE7,2399,NVOL,1
CB6R5_AE7,2400,NVOL,1
CB6R5_AE7,2401,NVOL,1
CB6R5_AE7,2402,NVOL,1
CB6R5_AE7,2403,NVOL,1
CB6R5_AE7,2404,NVOL,1
CB6R5_AE7,2405,NVOL,1
CB6R5_AE7,2406,NVOL,1
CB6R5_AE7,2407,IVOC,1
CB6R5_AE7,2408,IVOC,1
CB6R5_AE7,2409,NVOL,1
CB6R5_AE7,2410,NVOL,1
CB6R5_AE7,2411,NVOL,1
CB6R5_AE7,2412,NVOL,1
CB6R5_AE7,2413,NVOL,1
CB6R5_AE7,2414,NVOL,1
CB6R5_AE7,2415,NVOL,1
CB6R5_AE7,2416,NVOL,1
CB6R5_AE7,2417,NVOL,1
CB6R5_AE7,2418,NVOL,1
CB6R5_AE7,2419,NVOL,1
CB6R5_AE7,2420,NVOL,1
CB6R5_AE7,2421,IVOC,1
CB6R5_AE7,2422,IVOC,1
CB6R5_AE7,2423,IVOC,1
CB6R5_AE7,2424,NVOL,1
CB6R5_AE7,2425,NVOL,1
CB6R5_AE7,2426,IVOC,1
CB6R5_AE7,2427,NVOL,1
CB6R5_AE7,2428,IVOC,1
CB6R5_AE7,2429,IVOC,1
CB6R5_AE7,2430,IVOC,1
CB6R5_AE7,2431,IVOC,1
CB6R5_AE7,2432,IVOC,1
CB6R5_AE7,2433,NVOL,1
CB6R5_AE7,2434,IVOC,1
CB6R5_AE7,2435,NVOL,1
CB6R5_AE7,2436,NVOL,1
CB6R5_AE7,2437,NVOL,1
CB6R5_AE7,2438,NVOL,1
CB6R5_AE7,2439,NVOL,1
CB6R5_AE7,2440,IVOC,1
CB6R5_AE7,2441,IVOC,1
CB6R5_AE7,2442,IVOC,1
CB6R5_AE7,2443,IVOC,1
CB6R5_AE7,2444,IVOC,1
CB6R5_AE7,2445,NVOL,1
CB6R5_AE7,2446,NVOL,1
CB6R5_AE7,2447,NVOL,1
CB6R5_AE7,2448,NVOL,1
CB6R5_AE7,2449,NVOL,1
CB6R5_AE7,2450,NVOL,1
CB6R5_AE7,2451,NVOL,1
CB6R5_AE7,2452,IVOC,1
CB6R5_AE7,2453,IVOC,1
CB6R5_AE7,2454,IVOC,1
CB6R5_AE7,2455,IVOC,1
CB6R5_AE7,2456,NVOL,1
CB6R5_AE7,2457,NVOL,1
CB6R5_AE7,2458,NVOL,1
CB6R5_AE7,2459,IVOC,1
CB6R5_AE7,2460,NVOL,1
CB6R5_AE7,2461,NVOL,1
CB6R5_AE7,2462,NVOL,1
CB6R5_AE7,2463,NVOL,1
CB6R5_AE7,2464,NVOL,1
CB6R5_AE7,2465,NVOL,1
CB6R5_AE7,2466,NVOL,1
CB6R5_AE7,2467,IVOC,1
CB6R5_AE7,2468,NVOL,1
CB6R5_AE7,2469,NVOL,1
CB6R5_AE7,2470,NVOL,1
CB6R5_AE7,2472,NVOL,1
CB6R5_AE7,2473,NVOL,1
CB6R5_AE7,2474,NVOL,1
CB6R5_AE7,2475,IVOC,1
CB6R5_AE7,2476,NVOL,1
CB6R5_AE7,2477,IVOC,1
CB6R5_AE7,2478,NVOL,1
CB6R5_AE7,2479,NVOL,1
CB6R5_AE7,2480,NVOL,1
CB6R5_AE7,2481,NVOL,1
CB6R5_AE7,2482,NVOL,1
CB6R5_AE7,2483,NVOL,1
CB6R5_AE7,2484,NVOL,1
CB6R5_AE7,2485,IVOC,1
CB6R5_AE7,2486,NVOL,1
CB6R5_AE7,2487,NVOL,1
CB6R5_AE7,2488,IVOC,1
CB6R5_AE7,2489,IVOC,1
CB6R5_AE7,2490,NVOL,1
CB6R5_AE7,2491,NVOL,1
CB6R5_AE7,2492,IVOC,1
CB6R5_AE7,2493,IVOC,1
CB6R5_AE7,2494,IVOC,1
CB6R5_AE7,2495,IVOC,1
CB6R5_AE7,2496,IVOC,1
CB6R5_AE7,2497,IVOC,1
CB6R5_AE7,2498,IVOC,1
CB6R5_AE7,2499,IVOC,1
CB6R5_AE7,2500,NVOL,1
CB6R5_AE7,2501,IVOC,1
CB6R5_AE7,2502,IVOC,1
CB6R5_AE7,2503,NVOL,1
CB6R5_AE7,2504,NVOL,1
CB6R5_AE7,2505,NVOL,1
CB6R5_AE7,2506,NVOL,1
CB6R5_AE7,2507,NVOL,1
CB6R5_AE7,2508,NVOL,1
CB6R5_AE7,2509,NVOL,1
CB6R5_AE7,2510,NVOL,1
CB6R5_AE7,2511,IVOC,1
CB6R5_AE7,2512,IVOC,1
CB6R5_AE7,2513,IVOC,1
CB6R5_AE7,2514,IVOC,1
CB6R5_AE7,2515,IVOC,1
CB6R5_AE7,2516,IVOC,1
CB6R5_AE7,2517,IVOC,1
CB6R5_AE7,2518,IVOC,1
CB6R5_AE7,2519,IVOC,1
CB6R5_AE7,2520,NVOL,1
CB6R5_AE7,2521,NVOL,1
CB6R5_AE7,2522,NVOL,1
CB6R5_AE7,2523,NVOL,1
CB6R5_AE7,2524,NVOL,1
CB6R5_AE7,2525,NVOL,1
CB6R5_AE7,2526,NVOL,1
CB6R5_AE7,2527,NVOL,1
CB6R5_AE7,2528,NVOL,1
CB6R5_AE7,2529,NVOL,1
CB6R5_AE7,2530,NVOL,1
CB6R5_AE7,2531,NVOL,1
CB6R5_AE7,2532,NVOL,1
CB6R5_AE7,2533,NVOL,1
CB6R5_AE7,2534,NVOL,1
CB6R5_AE7,2535,NVOL,1
CB6R5_AE7,2536,NVOL,1
CB6R5_AE7,2537,NVOL,1
CB6R5_AE7,2538,NVOL,1
CB6R5_AE7,2539,NVOL,1
CB6R5_AE7,2540,NVOL,1
CB6R5_AE7,2541,NVOL,1
CB6R5_AE7,2542,NVOL,1
CB6R5_AE7,2543,NVOL,1
CB6R5_AE7,2544,NVOL,1
CB6R5_AE7,2545,NVOL,1
CB6R5_AE7,2546,NVOL,1
CB6R5_AE7,2547,NVOL,1
CB6R5_AE7,2548,NVOL,1
CB6R5_AE7,2549,NVOL,1
CB6R5_AE7,2550,NVOL,1
CB6R5_AE7,2551,NVOL,1
CB6R5_AE7,2552,NVOL,1
CB6R5_AE7,2553,NVOL,1
CB6R5_AE7,2554,NVOL,1
CB6R5_AE7,2555,NVOL,1
CB6R5_AE7,2556,NVOL,1
CB6R5_AE7,2557,NVOL,1
CB6R5_AE7,2558,NVOL,1
CB6R5_AE7,2559,NVOL,1
CB6R5_AE7,2560,PAR,8
CB6R5_AE7,2561,KET,1
CB6R5_AE7,2561,PAR,3
CB6R5_AE7,2562,KET,1
CB6R5_AE7,2562,OLE,1
CB6R5_AE7,2562,PAR,1
CB6R5_AE7,2563,KET,1
CB6R5_AE7,2563,PAR,4
CB6R5_AE7,2563,UNR,1
CB6R5_AE7,2564,KET,1
CB6R5_AE7,2564,PAR,4
CB6R5_AE7,2565,ALDX,0.5
CB6R5_AE7,2565,PAR,3
CB6R5_AE7,2565,UNR,1
CB6R5_AE7,2566,ALDX,0.5
CB6R5_AE7,2566,PAR,3
CB6R5_AE7,2566,UNR,1
CB6R5_AE7,2567,PAR,8
CB6R5_AE7,2568,PAR,4
CB6R5_AE7,2568,TOL,1
CB6R5_AE7,2569,NVOL,1
CB6R5_AE7,2570,IOLE,1
CB6R5_AE7,2570,PAR,4
CB6R5_AE7,2571,PAR,7
CB6R5_AE7,2572,OLE,0.5378
CB6R5_AE7,2572,PAR,5.924
CB6R5_AE7,2572,UNR,0.4622
CB6R5_AE7,2573,PAR,7.33
CB6R5_AE7,2574,PAR,7.462
CB6R5_AE7,2575,PAR,7.5
CB6R5_AE7,2575,UNR,0.5
CB6R5_AE7,2576,PAR,7.504
CB6R5_AE7,2576,UNR,0.4955
CB6R5_AE7,2577,PAR,7.663
CB6R5_AE7,2577,UNR,0.3373
CB6R5_AE7,2578,PAR,7.686
CB6R5_AE7,2578,UNR,0.2467
CB6R5_AE7,2579,PAR,8
CB6R5_AE7,2580,PAR,8.308
CB6R5_AE7,2581,PAR,2.635
CB6R5_AE7,2581,XYLMN,0.7072
CB6R5_AE7,2582,PAR,9
CB6R5_AE7,2583,PAR,9
CB6R5_AE7,2584,PAR,2.939
CB6R5_AE7,2584,TOL,0.3538
CB6R5_AE7,2584,XYLMN,0.6462
CB6R5_AE7,2585,ALDX,1
CB6R5_AE7,2585,PAR,2
CB6R5_AE7,2589,OLE,0.5
CB6R5_AE7,2589,PAR,6
CB6R5_AE7,2590,PAR,7.942
CB6R5_AE7,2590,UNR,0.5289
CB6R5_AE7,2591,OLE,0.5429
CB6R5_AE7,2591,PAR,6.371
CB6R5_AE7,2592,PAR,7.5
CB6R5_AE7,2592,UNR,0.5
CB6R5_AE7,2593,PAR,8
CB6R5_AE7,2594,PAR,8
CB6R5_AE7,2595,PAR,9
CB6R5_AE7,2596,OLE,0.274
CB6R5_AE7,2596,PAR,4.069
CB6R5_AE7,2596,TOL,0.5479
CB6R5_AE7,2597,OLE,0.4706
CB6R5_AE7,2597,PAR,7
CB6R5_AE7,2597,UNR,0.5294
CB6R5_AE7,2598,IVOC,1
CB6R5_AE7,2599,PAR,12
CB6R5_AE7,2600,PAR,10
CB6R5_AE7,2601,PAR,6.423
CB6R5_AE7,2601,TOL,0.511
CB6R5_AE7,2602,IVOC,1
CB6R5_AE7,2603,NVOL,1
CB6R5_AE7,2608,OLE,1
CB6R5_AE7,2608,PAR,4
CB6R5_AE7,2609,OLE,0.5
CB6R5_AE7,2609,PAR,7.5
CB6R5_AE7,2609,UNR,0.5
CB6R5_AE7,2610,IOLE,0.5585
CB6R5_AE7,2610,PAR,2.766
CB6R5_AE7,2610,UNR,0.4415
CB6R5_AE7,2611,PAR,8.467
CB6R5_AE7,2612,PAR,8.5
CB6R5_AE7,2612,UNR,0.5
CB6R5_AE7,2613,PAR,8
CB6R5_AE7,2614,PAR,8
CB6R5_AE7,2614,UNR,1
CB6R5_AE7,2615,PAR,8
CB6R5_AE7,2616,IOLE,1
CB6R5_AE7,2616,PAR,3
CB6R5_AE7,2617,PAR,7.5
CB6R5_AE7,2618,PAR,10
CB6R5_AE7,2619,PAR,10
CB6R5_AE7,2620,PAR,10
CB6R5_AE7,2621,PAR,9
CB6R5_AE7,2622,OLE,0.5
CB6R5_AE7,2622,PAR,6
CB6R5_AE7,2623,PAR,7
CB6R5_AE7,2623,UNR,2
CB6R5_AE7,2624,PAR,10
CB6R5_AE7,2625,PAR,10
CB6R5_AE7,2626,PAR,9
CB6R5_AE7,2627,PAR,10
CB6R5_AE7,2628,PAR,11
CB6R5_AE7,2629,PAR,10
CB6R5_AE7,2630,PAR,10
CB6R5_AE7,2631,PAR,11
CB6R5_AE7,2632,PAR,10
CB6R5_AE7,2633,PAR,10
CB6R5_AE7,2634,PAR,10
CB6R5_AE7,2635,PAR,10
CB6R5_AE7,2636,IOLE,1
CB6R5_AE7,2636,PAR,2
CB6R5_AE7,2637,PAR,5
CB6R5_AE7,2638,KET,1
CB6R5_AE7,2638,PAR,6
CB6R5_AE7,2639,KET,1
CB6R5_AE7,2639,PAR,7
CB6R5_AE7,2640,OLE,2
CB6R5_AE7,2641,OLE,2
CB6R5_AE7,2641,PAR,1
CB6R5_AE7,2642,OLE,2
CB6R5_AE7,2642,PAR,1
CB6R5_AE7,2643,OLE,2
CB6R5_AE7,2643,PAR,2
CB6R5_AE7,2644,OLE,2
CB6R5_AE7,2644,PAR,2
CB6R5_AE7,2645,OLE,2
CB6R5_AE7,2645,PAR,2
CB6R5_AE7,2646,IOLE,1
CB6R5_AE7,2647,UNR,1
CB6R5_AE7,2648,NVOL,1
CB6R5_AE7,2649,NVOL,1
CB6R5_AE7,2650,NVOL,1
CB6R5_AE7,2651,NVOL,1
CB6R5_AE7,2652,NVOL,1
CB6R5_AE7,2653,NVOL,1
CB6R5_AE7,2654,IVOC,1
CB6R5_AE7,2655,IVOC,1
CB6R5_AE7,2656,NVOL,1
CB6R5_AE7,2657,IVOC,1
CB6R5_AE7,2658,NVOL,1
CB6R5_AE7,2659,NVOL,1
CB6R5_AE7,2660,NVOL,1
CB6R5_AE7,2661,IVOC,1
CB6R5_AE7,2662,NVOL,1
CB6R5_AE7,2666,IVOC,1
CB6R5_AE7,2667,IVOC,1
CB6R5_AE7,2669,NVOL,1
CB6R5_AE7,2673,PAR,9
CB6R5_AE7,2674,OLE,1
CB6R5_AE7,2674,PAR,4
CB6R5_AE7,2675,IOLE,1
CB6R5_AE7,2675,PAR,3
CB6R5_AE7,2676,IOLE,1
CB6R5_AE7,2676,PAR,3
CB6R5_AE7,2677,OLE,0.5
CB6R5_AE7,2677,PAR,6.5
CB6R5_AE7,2678,OLE,1
CB6R5_AE7,2678,PAR,2.5
CB6R5_AE7,2679,OLE,0.5
CB6R5_AE7,2679,PAR,5.5
CB6R5_AE7,2680,OLE,1
CB6R5_AE7,2680,PAR,5
CB6R5_AE7,2680,UNR,0.5
CB6R5_AE7,2681,OLE,0.5
CB6R5_AE7,2681,PAR,5
CB6R5_AE7,2682,PAR,9
CB6R5_AE7,2683,PAR,8
CB6R5_AE7,2684,OLE,1
CB6R5_AE7,2684,TOL,1
CB6R5_AE7,2685,IOLE,1
CB6R5_AE7,2685,PAR,5
CB6R5_AE7,2688,KET,1
CB6R5_AE7,2688,PAR,3
CB6R5_AE7,2689,IVOC,1
CB6R5_AE7,2690,ALDX,1
CB6R5_AE7,2690,OLE,1
CB6R5_AE7,2690,PAR,1
CB6R5_AE7,2691,IVOC,1
CB6R5_AE7,2692,PAR,2
CB6R5_AE7,2693,UNR,2
CB6R5_AE7,2694,IVOC,1
CB6R5_AE7,2695,NVOL,1
CB6R5_AE7,2696,IVOC,1
CB6R5_AE7,2697,IVOC,1
CB6R5_AE7,2698,TERP,1
CB6R5_AE7,2699,NVOL,1
CB6R5_AE7,2700,IVOC,1
CB6R5_AE7,2701,PAR,4
CB6R5_AE7,2701,UNR,2
CB6R5_AE7,2702,PAR,1
CB6R5_AE7,2702,UNR,5
CB6R5_AE7,2703,NVOL,1
CB6R5_AE7,2704,IVOC,1
CB6R5_AE7,2705,NVOL,1
CB6R5_AE7,2706,NVOL,1
CB6R5_AE7,2707,IVOC,1
CB6R5_AE7,2708,NVOL,1
CB6R5_AE7,2709,NVOL,1
CB6R5_AE7,2710,NVOL,1
CB6R5_AE7,2711,IVOC,1
CB6R5_AE7,2712,TERP,1
CB6R5_AE7,2713,PAR,4
CB6R5_AE7,2714,IOLE,0.5
CB6R5_AE7,2714,PAR,6
CB6R5_AE7,2715,PAR,3
CB6R5_AE7,2716,PAR,1
CB6R5_AE7,2716,UNR,6
CB6R5_AE7,2717,UNR,1
CB6R5_AE7,2718,IOLE,1
CB6R5_AE7,2718,PAR,2
CB6R5_AE7,2719,IOLE,1
CB6R5_AE7,2719,PAR,3
CB6R5_AE7,2720,IVOC,1
CB6R5_AE7,2721,TERP,1
CB6R5_AE7,2722,OLE,1
CB6R5_AE7,2722,PAR,2
CB6R5_AE7,2723,IVOC,1
CB6R5_AE7,2724,KET,1
CB6R5_AE7,2724,PAR,4
CB6R5_AE7,2725,OLE,1
CB6R5_AE7,2725,PAR,1
CB6R5_AE7,2725,UNR,1
CB6R5_AE7,2726,PAR,4
CB6R5_AE7,2726,UNR,1
CB6R5_AE7,2727,PAR,5
CB6R5_AE7,2727,UNR,1
CB6R5_AE7,2728,PAR,5
CB6R5_AE7,2728,UNR,1
CB6R5_AE7,2729,PAR,5
CB6R5_AE7,2729,UNR,1
CB6R5_AE7,2730,PAR,6
CB6R5_AE7,2730,UNR,1
CB6R5_AE7,2731,PAR,6
CB6R5_AE7,2731,UNR,1
CB6R5_AE7,2732,PAR,8
CB6R5_AE7,2732,UNR,1
CB6R5_AE7,2733,IVOC,1
CB6R5_AE7,2734,IVOC,1
CB6R5_AE7,2735,PAR,6
CB6R5_AE7,2736,PAR,6
CB6R5_AE7,2737,OLE,2
CB6R5_AE7,2737,PAR,4
CB6R5_AE7,2738,NVOL,1
CB6R5_AE7,2739,UNR,1
CB6R5_AE7,2740,UNR,1
CB6R5_AE7,2741,UNR,4
CB6R5_AE7,2742,IVOC,1
CB6R5_AE7,2743,IVOC,1
CB6R5_AE7,2744,NVOL,1
CB6R5_AE7,2745,NVOL,1
CB6R5_AE7,2746,NVOL,1
CB6R5_AE7,2747,NVOL,1
CB6R5_AE7,2748,NVOL,1
CB6R5_AE7,2749,NVOL,1
CB6R5_AE7,2750,NVOL,1
CB6R5_AE7,2751,NVOL,1
CB6R5_AE7,2752,NVOL,1
CB6R5_AE7,2753,NVOL,1
CB6R5_AE7,2754,PAR,3
CB6R5_AE7,2754,UNR,1
CB6R5_AE7,2755,IVOC,1
CB6R5_AE7,2756,IVOC,1
CB6R5_AE7,2757,TERP,1
CB6R5_AE7,2758,TERP,1
CB6R5_AE7,2759,IVOC,1
CB6R5_AE7,2760,PAR,4
CB6R5_AE7,2760,UNR,1
CB6R5_AE7,2761,PAR,3
CB6R5_AE7,2761,UNR,1
CB6R5_AE7,2762,OLE,1
CB6R5_AE7,2762,PAR,6
CB6R5_AE7,2763,PAR,4
CB6R5_AE7,2763,UNR,1
CB6R5_AE7,2764,IVOC,1
CB6R5_AE7,2765,IVOC,1
CB6R5_AE7,2766,NVOL,1
CB6R5_AE7,2767,NVOL,1
CB6R5_AE7,2768,NVOL,1
CB6R5_AE7,2769,NVOL,1
CB6R5_AE7,2770,NVOL,1
CB6R5_AE7,2771,OLE,1
CB6R5_AE7,2771,UNR,1
CB6R5_AE7,2773,IVOC,1
CB6R5_AE7,2774,NVOL,1
CB6R5_AE7,2775,NVOL,1
CB6R5_AE7,2776,NVOL,1
CB6R5_AE7,2777,IVOC,1
CB6R5_AE7,2778,IVOC,1
CB6R5_AE7,2779,IVOC,1
CB6R5_AE7,2780,NVOL,1
CB6R5_AE7,2781,NVOL,1
CB6R5_AE7,2782,NVOL,1
CB6R5_AE7,2783,NVOL,1
CB6R5_AE7,2784,NVOL,1
CB6R5_AE7,2785,NVOL,1
CB6R5_AE7,2786,NVOL,1
CB6R5_AE7,2787,PAR,10
CB6R5_AE7,2788,OLE,1
CB6R5_AE7,2788,PAR,4
CB6R5_AE7,2789,PAR,9
CB6R5_AE7,2789,UNR,1
CB6R5_AE7,2790,PAR,10
CB6R5_AE7,2791,PAR,9
CB6R5_AE7,2791,UNR,1
CB6R5_AE7,2792,IOLE,1
CB6R5_AE7,2792,PAR,4
CB6R5_AE7,2793,PAR,9
CB6R5_AE7,2794,PAR,9
CB6R5_AE7,2794,UNR,1
CB6R5_AE7,2795,OLE,1
CB6R5_AE7,2795,PAR,6
CB6R5_AE7,2796,OLE,1
CB6R5_AE7,2796,TOL,1
CB6R5_AE7,2797,IOLE,1
CB6R5_AE7,2797,PAR,4
CB6R5_AE7,2798,PAR,8
CB6R5_AE7,2798,UNR,1
CB6R5_AE7,2799,OLE,1
CB6R5_AE7,2799,PAR,1
CB6R5_AE7,2799,TOL,1
CB6R5_AE7,2800,PAR,9
CB6R5_AE7,2800,UNR,1
CB6R5_AE7,2801,PAR,8
CB6R5_AE7,2802,IVOC,1
CB6R5_AE7,2803,IVOC,1
CB6R5_AE7,2804,IVOC,1
CB6R5_AE7,2805,IVOC,1
CB6R5_AE7,2806,IVOC,1
CB6R5_AE7,2807,IVOC,1
CB6R5_AE7,2808,IOLE,1
CB6R5_AE7,2808,PAR,5
CB6R5_AE7,2809,OLE,1
CB6R5_AE7,2809,PAR,9
CB6R5_AE7,2810,IVOC,1
CB6R5_AE7,2811,IVOC,1
CB6R5_AE7,2812,IOLE,1
CB6R5_AE7,2812,PAR,1
CB6R5_AE7,2813,OLE,2
CB6R5_AE7,2813,PAR,4
CB6R5_AE7,2814,IOLE,1
CB6R5_AE7,2814,PAR,2
CB6R5_AE7,2815,OLE,2
CB6R5_AE7,2815,PAR,4
CB6R5_AE7,2816,OLE,1
CB6R5_AE7,2816,PAR,5
CB6R5_AE7,2817,OLE,1
CB6R5_AE7,2817,PAR,4
CB6R5_AE7,2817,UNR,1
CB6R5_AE7,2818,OLE,1
CB6R5_AE7,2818,PAR,5
CB6R5_AE7,2819,OLE,1
CB6R5_AE7,2819,PAR,5
CB6R5_AE7,2820,IOLE,1
CB6R5_AE7,2820,PAR,3
CB6R5_AE7,2821,IOLE,1
CB6R5_AE7,2821,PAR,4
CB6R5_AE7,2822,OLE,1
CB6R5_AE7,2822,PAR,6
CB6R5_AE7,2823,IOLE,1
CB6R5_AE7,2823,PAR,4
CB6R5_AE7,2824,IOLE,1
CB6R5_AE7,2824,PAR,4
CB6R5_AE7,2825,IOLE,1
CB6R5_AE7,2825,PAR,4
CB6R5_AE7,2826,PAR,9
CB6R5_AE7,2826,UNR,1
CB6R5_AE7,2827,OLE,1
CB6R5_AE7,2827,PAR,6
CB6R5_AE7,2828,IOLE,1
CB6R5_AE7,2828,PAR,6
CB6R5_AE7,2828,UNR,2
CB6R5_AE7,2829,IOLE,1
CB6R5_AE7,2829,PAR,2
CB6R5_AE7,2830,IVOC,1
CB6R5_AE7,2831,IVOC,1
CB6R5_AE7,2832,TERP,1
CB6R5_AE7,2833,NVOL,1
CB6R5_AE7,2834,NVOL,1
CB6R5_AE7,2835,NVOL,1
CB6R5_AE7,2836,NVOL,1
CB6R5_AE7,2837,NVOL,1
CB6R5_AE7,2838,NVOL,1
CB6R5_AE7,2842,PAR,1
CB6R5_AE7,2843,PAR,2
CB6R5_AE7,2844,PAR,3
CB6R5_AE7,2845,PAR,3
CB6R5_AE7,2846,PAR,4
CB6R5_AE7,2857,IVOC,1
CB6R5_AE7,2858,IVOC,1
CB6R5_AE7,2859,NVOL,1
CB6R5_AE7,2860,NVOL,1
CB6R5_AE7,2861,NVOL,1
CB6R5_AE7,2862,NVOL,1
CB6R5_AE7,2863,NVOL,1
CB6R5_AE7,2864,NVOL,1
CB6R5_AE7,2865,NVOL,1
CB6R5_AE7,2866,NVOL,1
CB6R5_AE7,2867,NVOL,1
CB6R5_AE7,2868,NVOL,1
CB6R5_AE7,2869,NVOL,1
CB6R5_AE7,2870,NVOL,1
CB6R5_AE7,2871,NVOL,1
CB6R5_AE7,2872,NVOL,1
CB6R5_AE7,2873,NVOL,1
CB6R5_AE7,2874,IVOC,1
CB6R5_AE7,2875,IVOC,1
CB6R5_AE7,2876,NVOL,1
CB6R5_AE7,2877,NVOL,1
CB6R5_AE7,2878,NVOL,1
CB6R5_AE7,2879,NVOL,1
CB6R5_AE7,2880,NVOL,1
CB6R5_AE7,2881,IVOC,1
CB6R5_AE7,2882,NVOL,1
CB6R5_AE7,2883,NVOL,1
CB6R5_AE7,2884,NVOL,1
CB6R5_AE7,2885,IVOC,1
CB6R5_AE7,2886,IVOC,1
CB6R5_AE7,2887,NVOL,1
CB6R5_AE7,2888,IVOC,1
CB6R5_AE7,2889,IVOC,1
CB6R5_AE7,2890,NVOL,1
CB6R5_AE7,2891,NVOL,1
CB6R5_AE7,2892,IVOC,1
CB6R5_AE7,2893,IVOC,1
CB6R5_AE7,2894,IVOC,1
CB6R5_AE7,2895,IVOC,1
CB6R5_AE7,2896,NVOL,1
CB6R5_AE7,2897,IVOC,1
CB6R5_AE7,2898,NVOL,1
CB6R5_AE7,2899,NVOL,1
CB6R5_AE7,2900,IVOC,1
CB6R5_AE7,2901,IVOC,1
CB6R5_AE7,2902,NVOL,1
CB6R5_AE7,2903,NVOL,1
CB6R5_AE7,2904,NVOL,1
CB6R5_AE7,2905,IVOC,1
CB6R5_AE7,2906,NVOL,1
CB6R5_AE7,2907,IVOC,1
CB6R5_AE7,2908,NVOL,1
CB6R5_AE7,2909,NVOL,1
CB6R5_AE7,2910,IVOC,1
CB6R5_AE7,2911,NVOL,1
CB6R5_AE7,2912,IVOC,1
CB6R5_AE7,2913,IVOC,1
CB6R5_AE7,2914,NVOL,1
CB6R5_AE7,2915,NVOL,1
CB6R5_AE7,2916,NVOL,1
CB6R5_AE7,2917,NVOL,1
CB6R5_AE7,2918,NVOL,1
CB6R5_AE7,2919,NVOL,1
CB6R5_AE7,2920,IVOC,1
CB6R5_AE7,2921,NVOL,1
CB6R5_AE7,2922,NVOL,1
CB6R5_AE7,2923,NVOL,1
CB6R5_AE7,2924,NVOL,1
CB6R5_AE7,2925,NVOL,1
CB6R5_AE7,2926,NVOL,1
CB6R5_AE7,2927,NVOL,1
CB6R5_AE7,2928,NVOL,1
CB6R5_AE7,2929,NVOL,1
CB6R5_AE7,2930,NVOL,1
CB6R5_AE7,2931,NVOL,1
CB6R5_AE7,2932,NVOL,1
CB6R5_AE7,2933,IVOC,1
CB6R5_AE7,2934,NVOL,1
CB6R5_AE7,2935,NVOL,1
CB6R5_AE7,2936,IVOC,1
CB6R5_AE7,2937,IVOC,1
CB6R5_AE7,2938,IVOC,1
CB6R5_AE7,2939,IVOC,1
